Anexos;[R];*;[I];Etapa atual;CAMPUS;Coligada do alarme;Código atendente alarmado;Coligada do representante;Representante;GRUPO ATENDIMENTO ATUAL;CODTIPOCURSO;TIPOCURSO;CURSO;PLETIVO;RELACIONADO1;SITUACAOALARME1;IMGSTATUS1;ANEXO1;Atendimento;Cliente;Código do Cliente;Tipo cliente;Coligada do cliente;Status;Etapa atual;Classificação;Assunto;Categoria;Descrição do produto;Atendente responsável;Prazo limite final;Prioridade;Abertura;Fechamento;Coligada;Localidade;Código do atendimento;Código do atendente responsável;Coligada do responsável;Código de classificação;Coligada do produto;Produto;Detalhe do produto;Categoria geral;Grupo de atendimento;Tipo de atendimento;Código da etapa atual;Campanha;Grupo/Fila;TIPO_ABERTURA
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8000129;ALPHA TECNOLOGIA LTDA;CF62756392;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;HENRIQUE CARDOSO AZEVEDO;;Normal;27/04/2026 17:32;;1;1;8000129;1933;1;00001;;;;;66;1776;5641;; ;PRESECIAL
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;223;42;GRADUAÇÃO - CATÓLICA.;FARMÁCIA;2026/2;';Z;F;ANEXO;1-1-8000125;NATALIA BARBOSA ANDRADE;UC37571919;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;12/05/2026 18:47;20/05/2026 02:38;1;1;8000125;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;42;GRADUAÇÃO - CATÓLICA.;FARMÁCIA;2026/2;';Z;F;ANEXO;1-1-8000067;NATALIA BARBOSA ANDRADE;UC73326339;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;17/04/2026 14:47;25/04/2026 14:50;1;1;8000067;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;223;42;GRADUAÇÃO - CATÓLICA.;FARMÁCIA;2026/2;';Z;F;ANEXO;1-1-8000111;NATALIA BARBOSA ANDRADE;UC34863591;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;18/05/2026 17:34;22/05/2026 23:30;1;1;8000111;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Conclusão do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;MEDICINA VETERINÁRIA;2026/1;';Z;F;ANEXO;1-1-8000074;OTAVIO BARBOSA ANDRADE;A89362297;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;UGR - Entrega de Rescisão de estágio;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;20/05/2026 19:05;23/05/2026 02:03;1;1;8000074;795;1;00017;1;64;001;8;48;789;1936;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;353;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIAS ECONÔMICAS;2026/1;';Z;F;ANEXO;1-1-8000140;PATRICIA BARBOSA ANDRADE;UC08114348;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;16/04/2026 14:56;17/04/2026 20:41;1;1;8000140;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;353;42;GRADUAÇÃO - CATÓLICA.;FILOSOFIA;2026/1;';Z;F;ANEXO;1-1-8000088;RAFAEL BARBOSA ANDRADE;UC91001474;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;26/05/2026 20:11;30/05/2026 21:52;1;1;8000088;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;353;42;GRADUAÇÃO - CATÓLICA.;FILOSOFIA;2026/1;';Z;F;ANEXO;1-1-8000114;RAFAEL BARBOSA ANDRADE;UC75778571;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;20/03/2026 17:00;24/03/2026 21:31;1;1;8000114;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
Z;;Z;A;Agardando Pagamento;Atendimento;;;;;;18;CENTRO EDUCACIONAL CATÓLICA DE BRASÍLIA - CECB;ENSINO FUNDAMENTAL I;2026;';Z;A;Z;1-1-8000132;SOFIA BARBOSA ANDRADE;1329103753;ALUNO;1;Em andamento;Agardando Pagamento;CECB - Protocolo;CCB - 2º Chamada - Avaliação Multidisciplinar;CECB - Protocolo;CECB - Protocolo de Solicitação;CARLA CARDOSO AZEVEDO;;;15/04/2026 17:06;;1;1;8000132;795;1;00020;1;69;01;11;44;1657;4926;; ;WEB
Z;;Z;F;Solicitação Cancelada;UCB - Câmpus Taguatinga;;;;;;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIAS CONTÁBEIS;2022/2;';Z;F;Z;1-1-8000101;THIAGO BARBOSA ANDRADE;UC70416424;ALUNO;1;Concluído confirmado;Solicitação Cancelada;Processos de Solicitação UCB;Retorno, Reabertura e Reintegração- EAD/Semi/Híbri;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;02/05/2026 16:29;;1;1;8000101;795;1;00019;1;67;1;10;12;1604;4750;; ;WEB
Z;;Z;C;Atender solicitação;Universidade Católica de Brasília - UCB;;;;;;37;GRADUAÇÃO - CATÓLICA;CINEMA E MÍDIAS DIGITAIS;2026/1;';Z;C;Z;1-1-8000130;VANESSA BARBOSA ANDRADE;UC44332525;ALUNO;1;Cancelado;Atender solicitação;Processos de Solicitação UCB;UCB - Cancelamento de Matrícula;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;ISABELA CARDOSO AZEVEDO;;;04/06/2026 17:29;05/06/2026 00:24;1;1;8000130;1846;1;00019;1;67;1;10;55;1682;5056;; ;WEB
Z;;Z;C;Atender solicitação;Universidade Católica de Brasília - UCB;;;;;;42;GRADUAÇÃO - CATÓLICA.;PSICOLOGIA;2026/2;';Z;C;Z;1-1-8000136;WILLIAM BARBOSA ANDRADE;UC02414526;ALUNO;1;Cancelado;Atender solicitação;Processos de Solicitação UCB;UCB - Cancelamento de Matrícula - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;ISABELA CARDOSO AZEVEDO;;;21/04/2026 17:33;22/04/2026 01:31;1;1;8000136;1846;1;00019;1;67;1;10;12;1727;5349;; ;WEB
Z;;Z;A;Analisar Solicitação - Coordenação de Curso;Católica de Tocantins - Unidade I;;;;;;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;Enfermagem;2026/1;';Z;A;Z;1-1-8000121;YASMIN BARBOSA ANDRADE;FC62862485;ALUNO;1;Em andamento;Analisar Solicitação - Coordenação de Curso;Protocolo Católica do Tocantins;Justificativa de Faltas;Protocolo Católica do Tocantins;Protocolo Católica do Tocantins;JOAO CARDOSO AZEVEDO;05/05/2026 19:45;Normal;01/05/2026 19:03;;1;1;8000121;8663;1;00012;1;29;Protocolo;2;8;1329;3648;; ;WEB
Z;;Z;C;Atender solicitação;Universidade Católica de Brasília - UCB;;;;;;42;GRADUAÇÃO - CATÓLICA.;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;2026/2;';Z;C;Z;1-1-8000079;MARIANA BARBOSA ANDRADE;UC59555438;ALUNO;1;Cancelado;Atender solicitação;Processos de Solicitação UCB;UCB - Cancelamento de Matrícula - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;ISABELA CARDOSO AZEVEDO;;;11/05/2026 21:03;13/05/2026 00:48;1;1;8000079;1846;1;00019;1;67;1;10;12;1727;5349;; ;WEB
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8000103;PRIME TECNOLOGIA LTDA;CF24859340;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;LARISSA CARDOSO AZEVEDO;;Normal;07/06/2026 16:02;;1;1;8000103;8539;1;00001;;;;;66;1776;5641;; ;PRESECIAL
ANEXO;;Z;F;Conclusão do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;SISTEMAS DE INFORMAÇÃO;2026/1;';Z;F;ANEXO;1-1-8000071;LETICIA BARBOSA ANDRADE;A87907342;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;PORTAL - Entrega Certificados Ativ. Complementares;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;27/03/2026 18:28;03/04/2026 01:08;1;1;8000071;795;1;00017;1;64;001;8;32;1413;3934;; ;WEB
ANEXO;;Z;A;Execução da solicitação;Secretaria Acadêmica;;;;;;33;GRADUAÇÃO - CATÓLICA RECIFE;Enfermagem;2026/1;';Z;A;ANEXO;1-1-8000154;CAIO BARBOSA ANDRADE;FR982391;ALUNO;1;Em andamento;Execução da solicitação;FR - Faculdade de Recife;Solicitação Abono de Falta;FR - Faculdade de Recife;Serviço de Protocolo - FR;GABRIELA CARDOSO AZEVEDO;;;05/05/2026 18:51;;1;1;8000154;3346;1;00023;1;72;001;14;49;868;177;; ;WEB
ANEXO;;Z;A;Execução da solicitação;Secretaria Acadêmica;;;;;;33;GRADUAÇÃO - CATÓLICA RECIFE;Direito;2026/1;';Z;A;ANEXO;1-1-8000151;ANA CARDOSO ANDRADE;FR779558;ALUNO;1;Em andamento;Execução da solicitação;FR - Faculdade de Recife;Solicitação Abono de Falta;FR - Faculdade de Recife;Serviço de Protocolo - FR;GABRIELA CARDOSO AZEVEDO;;;31/05/2026 18:06;;1;1;8000151;3346;1;00023;1;72;001;14;49;868;177;; ;WEB
Z;;Z;F;Processo Indeferido (Arquivo Secretaria Acadêmica);Atende;;;;;;42;GRADUAÇÃO - CATÓLICA.;PEDAGOGIA;2026/2;';Z;F;Z;1-1-8000158;BRUNO CARDOSO ANDRADE;UC57097077;ALUNO;1;Concluído confirmado;Processo Indeferido (Arquivo Secretaria Acadêmica);Processos de Solicitação UCB;UCB - Troca de Modalidade - EAD/SEMI/HÍBRIDO;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;MARCOS CARDOSO AZEVEDO;;;01/04/2026 21:56;06/04/2026 03:14;1;1;8000158;6074;1;00019;1;67;1;10;12;1788;5716;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;;37;GRADUAÇÃO - CATÓLICA;ARQUITETURA E URBANISMO;2026/1;';Z;F;ANEXO;1-1-8000147;CARLA CARDOSO ANDRADE;UC37429125;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;14/03/2026 00:42;17/03/2026 06:16;1;1;8000147;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8000084;FORTE EDUCACIONAL LTDA;CF96959532;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;ANA CARDOSO AZEVEDO;;Normal;14/04/2026 04:12;;1;1;8000084;1098;1;00001;;;;;66;1776;5641;; ;PRESECIAL
ANEXO;;Z;R;Execução da solicitação;Secretaria Acadêmica;;;;;;33;GRADUAÇÃO - CATÓLICA RECIFE;Psicologia;2026/1;';Z;R;ANEXO;1-1-8000149;BRUNO ALMEIDA ANDRADE;FR353082;ALUNO;1;Concluído a responder;Execução da solicitação;FR - Faculdade de Recife;Solicitação Abono de Falta;FR - Faculdade de Recife;Serviço de Protocolo - FR;BRUNO CARDOSO AZEVEDO;;;19/05/2026 06:17;;1;1;8000149;5196;1;00023;1;72;001;14;49;868;177;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;223;42;GRADUAÇÃO - CATÓLICA.;EDUCAÇÃO FÍSICA;2026/2;';Z;F;ANEXO;1-1-8000124;DANIEL ALMEIDA ANDRADE;UC27996474;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;30/05/2026 06:50;05/06/2026 08:24;1;1;8000124;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;42;GRADUAÇÃO - CATÓLICA.;EDUCAÇÃO FÍSICA;2026/2;';Z;F;ANEXO;1-1-8000115;DANIEL ALMEIDA ANDRADE;UC01059780;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;18/05/2026 07:23;28/05/2026 14:25;1;1;8000115;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;346;42;GRADUAÇÃO - CATÓLICA.;EDUCAÇÃO FÍSICA;2026/2;';Z;F;ANEXO;1-1-8000102;DANIEL ALMEIDA ANDRADE;UC75198442;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;15/03/2026 08:48;24/03/2026 15:15;1;1;8000102;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
Z;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;;42;GRADUAÇÃO - CATÓLICA.;PEDAGOGIA;2026/2;';Z;F;Z;1-1-8000081;ELISA CARDOSO ANDRADE;UC69458632;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;21/04/2026 11:16;22/04/2026 13:33;1;1;8000081;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;223;42;GRADUAÇÃO - CATÓLICA.;PEDAGOGIA;2026/2;';Z;F;ANEXO;1-1-8000112;FELIPE CARDOSO ANDRADE;UC45595986;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;03/06/2026 07:19;13/06/2026 14:28;1;1;8000112;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Conclusão;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;ENGENHARIA MECÂNICA;2026/1;';Z;F;ANEXO;1-1-8000123;GABRIELA CARDOSO ANDRADE;A37977443;ALUNO;1;Concluído confirmado;Conclusão;UGR - Graduação Unileste;PORTAL - Alter Estágio Não Obrig. para Obrigatório;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;27/04/2026 07:54;02/05/2026 15:17;1;1;8000123;795;1;00017;1;64;001;8;48;1422;3943;; ;WEB
ANEXO;;Z;F;Conclusão do Atendimento;CECMA;;;;;;44;CENTRO EDUCACIONAL CATÓLICA MACHADO DE ASSIS - CECMA;ENSINO FUNDAMENTAL II;2026;';Z;F;ANEXO;1-1-8000092;HENRIQUE CARDOSO ANDRADE;14348666;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;Colégio Católica Machado de Assis;CECMA - 2ª Chamada de Prova;CECMA - Protocolo;CECMA - Protocolo de Solicitação;CARLA CARDOSO AZEVEDO;;Normal;13/03/2026 08:10;20/03/2026 14:08;1;1;8000092;795;1;00027;1;74;01;16;65;1650;4899;; ;WEB
ANEXO;;Z;A;Analisar Solicitação - Coordenação de Curso;Católica de Tocantins - Unidade I;;;;;;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;Engenharia de Software;2026/1;';Z;A;ANEXO;1-1-8000127;ISABELA CARDOSO ANDRADE;FC46640974;ALUNO;1;Em andamento;Analisar Solicitação - Coordenação de Curso;Protocolo Católica do Tocantins;Revisão de Faltas;Protocolo Católica do Tocantins;Protocolo Católica do Tocantins;NATALIA CARDOSO AZEVEDO;25/04/2026 08:46;Normal;15/04/2026 08:22;;1;1;8000127;5032;1;00012;1;29;Protocolo;2;8;1380;3849;; ;WEB
ANEXO;;Z;F;Conclusão do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA;2026/1;';Z;F;ANEXO;1-1-8000169;JOAO CARDOSO ANDRADE;A57590735;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;PORTAL - Entrega Certificados Ativ. Complementares;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;03/04/2026 08:35;03/04/2026 10:04;1;1;8000169;795;1;00017;1;64;001;8;32;1413;3934;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;42;GRADUAÇÃO - CATÓLICA.;FISIOTERAPIA;2026/2;';Z;F;ANEXO;1-1-8000144;MARCOS ALMEIDA ANDRADE;UC90419451;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;07/06/2026 11:18;16/06/2026 15:39;1;1;8000144;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;42;GRADUAÇÃO - CATÓLICA.;FISIOTERAPIA;2026/2;';Z;F;ANEXO;1-1-8000173;MARCOS ALMEIDA ANDRADE;UC28574460;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;25/03/2026 11:31;04/04/2026 17:36;1;1;8000173;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
Z;;Z;R;Analise do fianceiro UM;Secretaria Acadêmica;;;;;;33;GRADUAÇÃO - CATÓLICA RECIFE;Psicologia;2026/1;';Z;R;Z;1-1-8000164;LARISSA CARDOSO ANDRADE;FR230968;ALUNO;1;Concluído a responder;Analise do fianceiro UM;FR - Faculdade de Recife;Cancelamento de Matrícula;FR - Faculdade de Recife;Serviço de Protocolo - FR;CARLA CARDOSO AZEVEDO;;;18/04/2026 08:21;;1;1;8000164;795;1;00023;1;72;001;14;49;822;4615;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;;37;GRADUAÇÃO - CATÓLICA;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA;2026/1;';Z;F;ANEXO;1-1-8000171;MARCOS CARDOSO ANDRADE;UC79096789;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;07/04/2026 10:02;09/04/2026 12:28;1;1;8000171;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
Z;;Z;A;Abertura do Atendimento;;;;;;;28;GRADUAÇÃO - UNILESTE - IPATINGA;FISIOTERAPIA;2026/1;';Z;A;Z;1-1-8000174;NATALIA CARDOSO ANDRADE;UC32529217;ALUNO;1;Em andamento;Abertura do Atendimento;UGR - Graduação Unileste;UGR - Declaração de Valores Pagos;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;;15/03/2026 08:04;;1;1;8000174;795;1;00017;1;64;001;8;33;1093;2497;; ;WEB
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8000095;DELTA CONSULTORIA LTDA;CF06098401;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;OTAVIO CARDOSO AZEVEDO;;Normal;15/05/2026 13:25;;1;1;8000095;4660;1;00001;;;;;66;1776;5641;; ;PRESECIAL
ANEXO;;Z;F;Conclusão do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;ENGENHARIA DE SOFTWARE;2026/1;';Z;F;ANEXO;1-1-8000178;PATRICIA CARDOSO ANDRADE;A70115849;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;UGR - Entrega de TCE;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;10/04/2026 09:52;11/04/2026 16:13;1;1;8000178;795;1;00017;1;64;001;8;48;782;1921;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;;35;STRICTO SENSU - CATÓLICA;POLÍTICAS PÚBLICAS;2025/2;';Z;F;ANEXO;1-1-8000131;VANESSA ALMEIDA ANDRADE;UC72166806;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - PÓS;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;28/04/2026 08:16;01/05/2026 15:05;1;1;8000131;795;1;00019;1;67;1;10;41;1723;5324;; ;WEB
Z;;Z;A;Abertura do Atendimento;;;;;;;28;GRADUAÇÃO - UNILESTE - IPATINGA;ENFERMAGEM;2025/2;';Z;A;Z;1-1-8000156;RAFAEL CARDOSO ANDRADE;A37419087;ALUNO;1;Em andamento;Abertura do Atendimento;UGR - Graduação Unileste;UGR - Declaração de Valores Pagos;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;;26/03/2026 12:04;;1;1;8000156;795;1;00017;1;64;001;8;33;1093;2497;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;;35;STRICTO SENSU - CATÓLICA;POLÍTICAS PÚBLICAS;2025/2;';Z;F;ANEXO;1-1-8000135;VANESSA ALMEIDA ANDRADE;UC38238686;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - PÓS;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;07/04/2026 13:01;13/04/2026 16:18;1;1;8000135;795;1;00019;1;67;1;10;41;1723;5324;; ;WEB
Z;;Z;F;Conclusão do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;SISTEMAS DE INFORMAÇÃO;2026/1;';Z;F;Z;1-1-8000142;SOFIA CARDOSO ANDRADE;A58801921;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;UGR - Declaração de Valores Pagos;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;16/04/2026 13:14;19/04/2026 19:42;1;1;8000142;795;1;00017;1;64;001;8;33;1093;2499;; ;WEB
ANEXO;;Z;F;Conclusão do Atendimento;Campus Ipatinga;;;;;;14;GRADUAÇÃO - UNILESTE;ENGENHARIA ELÉTRICA;2026/1;';Z;F;ANEXO;1-1-8000152;FELIPE ALMEIDA ANDRADE;A01915380;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;PORTAL - Entrega Certificados Ativ. Complementares;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;26/04/2026 14:12;02/05/2026 18:53;1;1;8000152;795;1;00017;1;64;001;8;32;1413;3934;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;;35;STRICTO SENSU - CATÓLICA;POLÍTICAS PÚBLICAS;2026/1;';Z;F;ANEXO;1-1-8000110;VANESSA ALMEIDA ANDRADE;UC43531732;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - PÓS;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;20/03/2026 09:23;27/03/2026 09:55;1;1;8000110;795;1;00019;1;67;1;10;41;1723;5324;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;346;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIAS CONTÁBEIS;2026/1;';Z;F;ANEXO;1-1-8000143;LETICIA ALMEIDA ANDRADE;UC38923817;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;28/05/2026 13:31;06/06/2026 13:42;1;1;8000143;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Conclusão do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;MEDICINA VETERINÁRIA;2026/1;';Z;F;ANEXO;1-1-8000167;THIAGO CARDOSO ANDRADE;A42772970;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;UGR - Entrega de TCE;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;18/05/2026 12:40;20/05/2026 13:50;1;1;8000167;795;1;00017;1;64;001;8;48;782;1921;; ;WEB
ANEXO;;Z;F;Conclusão do Atendimento;CECMA;;;;;;44;CENTRO EDUCACIONAL CATÓLICA MACHADO DE ASSIS - CECMA;ENSINO MÉDIO;2026;';Z;F;ANEXO;1-1-8000184;VANESSA CARDOSO ANDRADE;83111688;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;Colégio Católica Machado de Assis;CECMA - 2ª Chamada de Prova;CECMA - Protocolo;CECMA - Protocolo de Solicitação;CARLA CARDOSO AZEVEDO;;Normal;16/04/2026 13:12;25/04/2026 19:15;1;1;8000184;795;1;00027;1;74;01;16;65;1650;4899;; ;WEB
